NUMBER,CODE,SERIAL,NAME,TYPE1,TYPE2,COLOR,ABILITY1,ABILITY2,ABILITY HIDDEN,GENERATION,LEGENDARY_FLAG,MEGA_EVOLUTION_FLAG,HEIGHT,WEIGHT,HP,ATK,DEF,SP_ATK,SP_DEF,SPD,TOTAL,CAPTURE_RATE,BASE_EGG_HATCH_CYCLE,BASE_EGG_HATCH_STEPS,EGG_GROUP1,EGG_GROUP2,BASE_EXP,EFFORT_HP,EFFORT_ATK,EFFORT_DEF,EFFORT_SP_ATK,EFFORT_SP_DEF,EFFORT_SPD,EFFORT_TOTAL
730,1,7301,Primarina,Water,Fairy,Blue,Torrent,,Liquid Voice,7,0,0,1.8,44,80,74,74,126,116,60,530,45,15,3840,Water1,Field,265,0,0,0,3,0,0,3
731,1,7311,Pikipek,Normal,Flying,Black,Keen Eye,Skill Link,Pickup,7,0,0,0.3,1.2,35,75,30,30,30,65,265,255,15,3840,Flying,,53,0,1,0,0,0,0,1
732,1,7321,Trumbeak,Normal,Flying,Black,Keen Eye,Skill Link,Pickup,7,0,0,0.6,14.8,55,85,50,40,50,75,355,120,15,3840,Flying,,124,0,2,0,0,0,0,2
733,1,7331,Toucannon,Normal,Flying,Black,Keen Eye,Skill Link,Sheer Force,7,0,0,1.1,26,80,120,75,75,75,60,485,45,15,3840,Flying,,243,0,3,0,0,0,0,3
734,1,7341,Yungoos,Normal,,Brown,Stakeout,Strong Jaw,Adaptability,7,0,0,0.4,6,48,70,30,30,30,45,253,255,15,3840,Field,,51,0,1,0,0,0,0,1
735,1,7351,Gumshoos,Normal,,Brown,Stakeout,Strong Jaw,Adaptability,7,0,0,0.7,14.2,88,110,60,55,60,45,418,127,15,3840,Field,,146,0,2,0,0,0,0,2
736,1,7361,Grubbin,Bug,,Grey,Swarm,,,7,0,0,0.4,4.4,47,62,45,55,45,46,300,255,15,3840,Bug,,60,0,1,0,0,0,0,1
737,1,7371,Charjabug,Bug,Electric,Green,Battery,,,7,0,0,0.5,10.5,57,82,95,55,75,36,400,120,15,3840,Bug,,140,0,0,2,0,0,0,2
738,1,7381,Vikavolt,Bug,Electric,Blue,Levitate,,,7,0,0,1.5,45,77,70,90,145,75,43,500,45,15,3840,Bug,,250,0,0,0,3,0,0,3
739,1,7391,Crabrawler,Fighting,,Purple,Hyper Cutter,Iron Fist,Anger Point,7,0,0,0.6,7,47,82,57,42,47,63,338,225,20,5120,Water3,,68,0,1,0,0,0,0,1
740,1,7401,Crabominable,Fighting,Ice,White,Hyper Cutter,Iron Fist,Anger Point,7,0,0,1.7,180,97,132,77,62,67,43,478,60,20,5120,Water3,,167,0,2,0,0,0,0,2
741,1,7411,Oricorio,Fire,Flying,Red,Dancer,,,7,0,0,0.6,3.4,75,70,70,98,70,93,476,45,20,5120,Flying,,167,0,0,0,2,0,0,2
741,2,7412,Oricorio,Electric,Flying,Yellow,Dancer,,,7,0,0,0.6,3.4,75,70,70,98,70,93,476,45,20,5120,Flying,,167,0,0,0,2,0,0,2
741,3,7413,Oricorio,Psychic,Flying,Pink,Dancer,,,7,0,0,0.6,3.4,75,70,70,98,70,93,476,45,20,5120,Flying,,167,0,0,0,2,0,0,2
741,4,7414,Oricorio,Ghost,Flying,Purple,Dancer,,,7,0,0,0.6,3.4,75,70,70,98,70,93,476,45,20,5120,Flying,,167,0,0,0,2,0,0,2
742,1,7421,Cutiefly,Bug,Fairy,Yellow,Honey Gather,Shield Dust,Sweet Veil,7,0,0,0.1,0.2,40,45,40,55,40,84,304,190,20,5120,Bug,Fairy,61,0,0,0,0,0,1,1
743,1,7431,Ribombee,Bug,Fairy,Yellow,Honey Gather,Shield Dust,Sweet Veil,7,0,0,0.2,0.5,60,55,60,95,70,124,464,75,20,5120,Bug,Fairy,162,0,0,0,0,0,2,2
744,1,7441,Rockruff,Rock,,Brown,Keen Eye,Vital Spilit,Steadfast,7,0,0,0.5,9.2,45,65,40,30,40,60,280,190,15,3840,Field,,56,0,1,0,0,0,0,1
744,2,7442,Rockruff,Rock,,Brown,Own Tempo,,,7,0,0,0.5,9.2,45,65,40,30,40,60,280,190,15,3840,Field,,56,0,1,0,0,0,0,1
745,1,7451,Lycanroc,Rock,,Brown,Keen Eye,Sand Rush,Steadfast,7,0,0,0.8,25,75,115,65,55,65,112,487,90,15,3840,Field,,170,0,2,0,0,0,0,2
745,2,7452,Lycanroc,Rock,,Red,Keen Eye,Vital Spilit,No Guard,7,0,0,1.1,25,85,115,75,55,75,82,487,90,15,3840,Field,,170,0,2,0,0,0,0,2
745,3,7453,Lycanroc,Rock,,Brown,Tough Claws,,,7,0,0,0.8,25,75,117,65,55,65,110,487,90,15,3840,Field,,170,0,2,0,0,0,0,2
746,1,7461,Wishiwashi,Water,,Blue,Schooling,,,7,0,0,0.2,0.3,45,20,20,25,25,40,175,60,15,3840,Water2,,61,1,0,0,0,0,0,1
746,2,7462,Wishiwashi,Water,,Blue,Schooling,,,7,0,0,8.2,78.6,45,140,130,140,135,30,620,60,15,3840,Water2,,217,1,0,0,0,0,0,1
747,1,7471,Mareanie,Poison,Water,Blue,Merciness,Limber,Regenerator,7,0,0,0.4,8,50,53,62,43,52,45,305,190,20,5120,Water1,,61,0,0,1,0,0,0,1
748,1,7481,Toxapex,Poison,Water,Blue,Merciness,Limber,Regenerator,7,0,0,0.7,14.5,50,63,152,53,142,35,495,75,20,5120,Water1,,173,0,0,2,0,0,0,2
749,1,7491,Mudbray,Ground,,Brown,Own Tempo,Stamina,Inner Focus,7,0,0,1,110,70,100,70,45,55,45,385,190,20,5120,Field,,77,0,1,0,0,0,0,1
750,1,7501,Mudsdale,Ground,,Brown,Own Tempo,Stamina,Inner Focus,7,0,0,2.5,920,100,125,100,55,85,35,500,60,20,5120,Field,,175,0,2,0,0,0,0,2
751,1,7511,Dewpider,Water,Bug,Green,Water Bubble,,Water Absorb,7,0,0,0.3,4,38,40,52,40,72,27,269,200,15,3840,Water1,Bug,54,0,0,0,0,1,0,1
752,1,7521,Araquanid,Water,Bug,Green,Water Bubble,,Water Absorb,7,0,0,1.8,82,68,70,92,50,132,42,454,100,15,3840,Water1,Bug,159,0,0,0,0,2,0,2
753,1,7531,Fomantis,Grass,,Pink,Leaf Guard,,Contrary,7,0,0,0.3,1.5,40,55,35,50,35,35,250,190,20,5120,Grass,,50,0,1,0,0,0,0,1
754,1,7541,Lurantis,Grass,,Pink,Leaf Guard,,Contrary,7,0,0,0.9,18.5,70,105,90,80,90,45,480,75,20,5120,Grass,,168,0,2,0,0,0,0,2
755,1,7551,Morelull,Grass,Fairy,Purple,Illuminate,Effect Spore,Rain Dish,7,0,0,0.2,1.5,40,35,55,65,75,15,285,190,20,5120,Grass,,57,0,0,0,0,1,0,1
756,1,7561,Shiinotic,Grass,Fairy,Purple,Illuminate,Effect Spore,Rain Dish,7,0,0,1,11.5,60,45,80,90,100,30,405,75,20,5120,Grass,,142,0,0,0,0,2,0,2
757,1,7571,Salandit,Poison,Fire,Black,Corrosion,,Oblivious,7,0,0,0.6,4.8,48,44,40,71,40,77,320,120,20,5120,Monster,Dragon,64,0,0,0,0,0,1,1
758,1,7581,Salazzle,Poison,Fire,Black,Corrosion,,Oblivious,7,0,0,1.2,22.2,68,64,60,111,60,117,480,45,20,5120,Monster,Dragon,168,0,0,0,0,0,2,2
759,1,7591,Stufful,Normal,Fighting,Pink,Fluffy,Klutz,Cute Charm,7,0,0,0.5,6.8,70,75,50,45,50,50,340,140,15,3840,Field,,68,0,1,0,0,0,0,1
760,1,7601,Bewear,Normal,Fighting,Pink,Fluffy,Klutz,Unnerve,7,0,0,2.1,135,120,125,80,55,60,60,500,70,15,3840,Field,,175,0,2,0,0,0,0,2
761,1,7611,Bounsweet,Grass,,Purple,Leaf Guard,Oblivious,Sweet Veil,7,0,0,0.3,3.2,42,30,38,30,38,32,210,235,20,5120,Grass,,42,1,0,0,0,0,0,1
762,1,7621,Steenee,Grass,,Purple,Leaf Guard,Oblivious,Sweet Veil,7,0,0,0.7,8.2,52,40,48,40,48,62,290,120,20,5120,Grass,,102,0,0,0,0,0,2,2
763,1,7631,Tsareena,Grass,,Purple,Leaf Guard,Queenly Majesty,Sweet Veil,7,0,0,1.2,21.4,72,120,98,50,98,72,510,45,20,5120,Grass,,255,0,3,0,0,0,0,3
764,1,7641,Comfey,Fairy,,Green,Flower Veil,Triage,Natural Cure,7,0,0,0.1,0.3,51,52,90,82,110,100,485,60,20,5120,Grass,,170,0,0,0,0,2,0,2
765,1,7651,Oranguru,Normal,Psychic,White,Inner Focus,Telepathy,Symbiosis,7,0,0,1.5,76,90,60,80,90,110,60,490,45,20,5120,Field,,172,0,0,0,0,2,0,2
766,1,7661,Passimian,Fighting,,White,Reciever,,Defiant,7,0,0,2,82.8,100,120,90,40,60,80,490,45,20,5120,Field,,172,0,2,0,0,0,0,2
767,1,7671,Wimpod,Bug,Water,Grey,Wimp Out,,,7,0,0,0.5,12,25,35,40,20,30,80,230,90,20,5120,Bug,Water3,46,0,0,0,0,0,1,1
768,1,7681,Golisopod,Bug,Water,Grey,Emergency Exit,,,7,0,0,2,108,75,125,140,60,90,40,530,45,20,5120,Bug,Water3,186,0,0,2,0,0,0,2
769,1,7691,Sandygast,Ghost,Ground,Brown,Water Compaction,,Sand Veil,7,0,0,0.5,70,55,55,80,70,45,15,320,140,15,3840,Amorphous,,64,0,0,1,0,0,0,1
770,1,7701,Palossand,Ghost,Ground,Brown,Water Compaction,,Sand Veil,7,0,0,1.3,250,85,75,110,100,75,35,480,60,15,3840,Amorphous,,168,0,0,2,0,0,0,2
771,1,7711,Pyukumuku,Water,,Black,Innards Out,,Unaware,7,0,0,0.3,1.2,55,60,130,30,130,5,410,60,15,3840,Water1,,144,0,0,0,0,2,0,2
772,1,7721,Type: Null,Normal,,Grey,Battle Armor,,,7,1,0,1.9,120.5,95,95,95,95,95,59,534,3,120,30720,Undiscovered,,107,2,0,0,0,0,0,2
773,1,7731,Silvally,Normal,,Grey,RKS System,,,7,1,0,2.3,100.5,95,95,95,95,95,95,570,3,120,30720,Undiscovered,,285,3,0,0,0,0,0,3
774,1,7741,Minior,Rock,Flying,Brown,Shields Down,,,7,0,0,0.3,40,60,60,100,60,100,60,440,30,25,6400,Mineral,,154,0,0,1,0,1,0,2
774,2,7742,Minior,Rock,Flying,Brown,Shields Down,,,7,0,0,0.3,0.3,60,100,60,100,60,120,500,30,25,6400,Mineral,,175,0,1,0,1,0,0,2
775,1,7751,Komala,Normal,,Blue,Comatose,,,7,0,0,0.4,19.9,65,115,65,75,95,65,480,45,20,5120,Field,,168,0,2,0,0,0,0,2
776,1,7761,Turtonator,Fire,Dragon,Red,Shell Armor,,,7,0,0,2,212,60,78,135,91,85,36,485,70,20,5120,Monster,Dragon,170,0,0,2,0,0,0,2
777,1,7771,Togedemaru,Electric,Steel,Grey,Iron Barbs,Lightning Rod,Sturdy,7,0,0,0.3,3.3,65,98,63,40,73,96,435,180,10,2560,Field,Fairy,152,0,2,0,0,0,0,2
778,1,7781,Mimikyu,Ghost,Fairy,Yellow,Disguise,,,7,0,0,0.2,0.7,55,90,80,50,105,96,476,45,20,5120,Amorphous,,167,0,0,0,0,2,0,2
779,1,7791,Bruxish,Water,Psychic,Pink,Dazzling,Strong Jaw,Wonder Skin,7,0,0,0.9,19,68,105,70,70,70,92,475,80,15,3840,Water2,,166,0,2,0,0,0,0,2
780,1,7801,Drampa,Normal,Dragon,White,Berserk,Sap Sipper,Cloud Nine,7,0,0,3,185,78,60,85,135,91,36,485,70,20,5120,Monster,Dragon,170,0,0,0,2,0,0,2
781,1,7811,Dhelmise,Ghost,Grass,Green,Steelworker,,,7,0,0,3.9,210,70,131,100,86,90,40,517,25,25,6400,Mineral,,181,0,2,0,0,0,0,2
782,1,7821,Jangmo-o,Dragon,,Grey,Bulletproof,Soundproof,Overcoat,7,0,0,0.6,29.7,45,55,65,45,45,45,300,45,40,10240,Dragon,,60,0,0,1,0,0,0,1
783,1,7831,Hakamo-o,Dragon,Fighting,Grey,Bulletproof,Soundproof,Overcoat,7,0,0,1.2,47,55,75,90,65,70,65,420,45,40,10240,Dragon,,147,0,0,2,0,0,0,2
784,1,7841,Kommo-o,Dragon,Fighting,Grey,Bulletproof,Soundproof,Overcoat,7,0,0,1.6,78.2,75,110,125,100,105,85,600,45,40,10240,Dragon,,300,0,0,3,0,0,0,3
785,1,7851,Tapu Koko,Electric,Fairy,Yellow,Electric Surge,,Telepathy,7,1,0,1.8,20.5,70,115,85,95,75,130,570,3,15,3840,Undiscovered,,285,0,0,0,0,0,3,3
786,1,7861,Tapu Lele,Psychic,Fairy,Pink,Psychic Surge,,Telepathy,7,1,0,1.2,28.6,70,85,75,130,115,95,570,3,15,3840,Undiscovered,,285,0,0,0,3,0,0,3
787,1,7871,Tapu Bulu,Grass,Fairy,Red,Grassy Surge,,Telepathy,7,1,0,1.9,45.5,70,130,115,85,95,75,570,3,15,3840,Undiscovered,,285,0,3,0,0,0,0,3
788,1,7881,Tapu Fini,Water,Fairy,Purple,Misty Surge,,Telepathy,7,1,0,1.3,21.2,70,75,115,95,130,85,570,3,15,3840,Undiscovered,,285,0,0,0,0,3,0,3
789,1,7891,Cosmog,Psychic,,Blue,Unaware,,,7,1,0,0.2,0.1,43,29,31,29,31,37,200,45,120,30720,Undiscovered,,40,1,0,0,0,0,0,1
790,1,7901,Cosmoem,Psychic,,Blue,Sturdy,,,7,1,0,0.1,999.9,43,29,131,29,131,37,400,45,120,30720,Undiscovered,,140,0,0,1,0,1,0,2
791,1,7911,Solgaleo,Psychic,Steel,White,Full Metal Body,,,7,1,0,3.4,230,137,137,107,113,89,97,680,45,120,30720,Undiscovered,,340,0,3,0,0,0,0,3
792,1,7921,Lunala,Psychic,Ghost,Purple,Shadow Shield,,,7,1,0,4,120,137,113,89,137,107,97,680,45,120,30720,Undiscovered,,340,0,0,0,3,0,0,3
793,1,7931,Nihilego,Rock,Poison,White,Beast Boost,,,7,1,0,1.2,55.5,109,53,47,127,131,103,570,45,120,30720,Undiscovered,,285,0,0,0,0,3,0,3
794,1,7941,Buzzwole,Bug,Fighting,Red,Beast Boost,,,7,1,0,2.4,333.6,107,139,139,53,53,79,570,45,120,30720,Undiscovered,,285,0,1,2,0,0,0,3
795,1,7951,Pheromosa,Bug,Fighting,White,Beast Boost,,,7,1,0,1.8,25,71,137,37,137,37,151,570,45,120,30720,Undiscovered,,285,0,0,0,0,0,3,3
796,1,7961,Xurkitree,Electric,,Black,Beast Boost,,,7,1,0,3.8,100,83,89,71,173,71,83,570,45,120,30720,Undiscovered,,285,0,0,0,3,0,0,3
797,1,7971,Celesteela,Steel,Flying,Green,Beast Boost,,,7,1,0,9.2,999.9,97,101,103,107,101,61,570,45,120,30720,Undiscovered,,285,0,1,1,1,0,0,3
798,1,7981,Kartana,Grass,Steel,White,Beast Boost,,,7,1,0,0.3,0.1,59,181,131,59,31,109,570,45,120,30720,Undiscovered,,285,0,3,0,0,0,0,3
799,1,7991,Guzzlord,Dark,Dragon,Black,Beast Boost,,,7,1,0,5.5,888,223,101,53,97,53,43,570,45,120,30720,Undiscovered,,285,3,0,0,0,0,0,3
800,1,8001,Necrozma,Psychic,,Black,Prism Armor,,,7,1,0,2.4,230,97,107,101,127,89,79,600,255,120,30720,Undiscovered,,300,0,1,0,2,0,0,3
800,2,8002,Necrozma,Psychic,Steel,Yellow,Prism Armor,,,7,1,0,3.8,460,97,157,127,113,109,77,680,255,120,30720,Undiscovered,,340,0,3,0,0,0,0,3
800,3,8003,Necrozma,Psychic,Ghost,Blue,Prism Armor,,,7,1,0,4.2,350,97,113,109,157,127,77,680,255,120,30720,Undiscovered,,340,0,0,0,3,0,0,3
800,4,8004,Necrozma,Psychic,Dragon,Yellow,Neuroforce,,,7,1,0,7.5,230,97,167,97,167,97,129,754,255,120,30720,Undiscovered,,377,0,1,0,1,0,1,3
801,1,8011,Magearna,Steel,Fairy,Grey,Soul-Heart,,,7,1,0,1,80.5,80,95,115,130,115,65,600,3,120,30720,Undiscovered,,300,0,0,0,3,0,0,3
802,1,8021,Marshadow,Fighting,Ghost,Grey,Technician,,,7,1,0,0.7,22.2,90,125,80,90,90,125,600,3,120,30720,Undiscovered,,300,0,2,0,0,0,1,3
803,1,8031,Poipole,Poison,,Purple,Beast Boost,,,7,1,0,0.6,1.8,67,73,67,73,67,73,420,45,120,30720,Undiscovered,,210,0,0,0,0,0,1,1
804,1,8041,Naganadel,Poison,Dragon,Purple,Beast Boost,,,7,1,0,3.6,150,73,73,73,127,73,121,540,45,120,30720,Undiscovered,,270,0,0,0,3,0,0,3
805,1,8051,Stakataka,Rock,Steel,Grey,Beast Boost,,,7,1,0,5.5,820,61,131,211,53,101,13,570,30,120,30720,Undiscovered,,285,0,0,3,0,0,0,3
806,1,8061,Blacephalon,Fire,Ghost,White,Beast Boost,,,7,1,0,1.8,13,53,127,53,151,79,107,570,30,120,30720,Undiscovered,,285,0,0,0,3,0,0,3
807,1,8071,Zeraora,Electric,,Yellow,Volt Absorb,,,7,1,0,1.5,44.5,88,112,75,102,80,143,600,3,120,30720,Undiscovered,,300,0,0,0,0,0,3,3
808,1,8081,Meltan,Steel,,Grey,Magnet Pull,,,7,1,0,0.2,8,46,65,65,55,35,34,300,3,120,30720,Undiscovered,,150,0,1,0,0,0,0,1
809,1,8091,Melmetal,Steel,,Grey,Iron Fist,,,7,1,0,2.5,800,135,143,143,80,65,34,600,3,120,30720,Undiscovered,,300,0,3,0,0,0,0,3
810,1,8101,Grookey,Grass,,Green,Overgrow,,Grassy Surge,8,0,0,0.3,5,50,65,50,40,40,65,310,45,20,5120,Field,Grass,62,0,1,0,0,0,0,1
811,1,8111,Thwackey,Grass,,Green,Overgrow,,Grassy Surge,8,0,0,0.7,14,70,85,70,55,60,80,420,45,20,5120,Field,Grass,147,0,2,0,0,0,0,2
812,1,8121,Rillaboom,Grass,,Green,Overgrow,,Grassy Surge,8,0,0,2.1,90,100,125,90,60,70,85,530,45,20,5120,Field,Grass,265,0,3,0,0,0,0,3
813,1,8131,Scorbunny,Fire,,White,Blaze,,Libero,8,0,0,0.3,4.5,50,71,40,40,40,69,310,45,20,5120,Field,Human-Like,62,0,0,0,0,0,1,1
814,1,8141,Raboot,Fire,,Grey,Blaze,,Libero,8,0,0,0.6,9,65,86,60,55,60,94,420,45,20,5120,Field,Human-Like,147,0,0,0,0,0,2,2
815,1,8151,Cinderace,Fire,,White,Blaze,,Libero,8,0,0,1.4,33,80,116,75,65,75,119,530,45,20,5120,Field,Human-Like,265,0,0,0,0,0,3,3
816,1,8161,Sobble,Water,,Blue,Torrent,,Sniper,8,0,0,0.3,4,50,40,40,70,40,70,310,45,20,5120,Water1,Field,62,0,0,0,0,1,1,2
817,1,8171,Drizzile,Water,,Blue,Torrent,,Sniper,8,0,0,0.7,11.5,65,60,60,95,55,90,425,45,20,5120,Water1,Field,147,0,0,0,2,0,0,2
818,1,8181,Inteleon,Water,,Blue,Torrent,,Sniper,8,0,0,1.9,45.2,70,85,75,125,65,120,540,45,20,5120,Water1,Field,265,0,0,0,0,0,3,3
819,1,8191,Skwovet,Normal,,Brown,Cheek Pouch,,Gluttony,8,0,0,0.3,2.5,70,55,40,35,35,25,260,255,20,5120,Field,,55,1,0,0,0,0,0,1
820,1,8201,Greedent,Normal,,Brown,Cheek Pouch,,Gluttony,8,0,0,0.6,6,120,95,55,55,75,20,420,90,20,5120,Field,,161,2,0,0,0,0,0,2
821,1,8211,Rookidee,Flying,,Blue,Keen Eye,Unnerve,Big Pecks,8,0,0,0.2,1.8,38,47,65,33,35,57,275,255,15,3840,Flying,,49,0,0,0,0,0,1,1
822,1,8221,Convisquire,Flying,,Blue,Keen Eye,Unnerve,Big Pecks,8,0,0,0.8,16,68,67,55,43,55,77,365,120,15,3840,Flying,,128,0,0,0,0,0,2,2
823,1,8231,Conviknight,Flying,Steel,Purple,Keen Eye,Unnerve,Mirror Armor,8,0,0,2.2,75,98,87,105,53,85,67,495,45,15,3840,Flying,,248,0,0,3,0,0,0,3
824,1,8241,Blipbug,Bug,,Blue,Swarm,Compound Eyes,Telepathy,8,0,0,0.4,8,25,20,20,25,45,45,180,255,15,3840,Bug,,36,0,0,0,0,1,0,1
825,1,8251,Dottler,Bug,Psychic,Yellow,Swarm,Compound Eyes,Telepathy,8,0,0,0.4,19.5,50,35,80,50,90,30,335,120,15,3840,Bug,,117,0,0,0,0,2,0,2
826,1,8261,Orbeetle,Bug,Psychic,Red,Swarm,Frisk,Telepathy,8,0,0,0.4,40.8,60,45,110,80,120,90,505,45,15,3840,Bug,,253,0,0,0,0,3,0,3
827,1,8271,Nickit,Dark,,Brown,Run Away,Unburden,Stekeout,8,0,0,0.6,8.9,40,28,28,47,52,50,245,255,15,3840,Field,,49,0,0,0,0,1,0,1
828,1,8281,Thievul,Dark,,Brown,Run Away,Unburden,Stekeout,8,0,0,1.2,19.9,70,58,58,87,92,90,455,127,15,3840,Field,,159,0,0,0,0,2,0,2
829,1,8291,Gossifleur,Grass,,Green,Cotton Down,Regenerator,Effect Spore,8,0,0,0.4,2.2,40,40,60,40,60,10,250,190,20,5120,Grass,,50,0,0,0,0,1,0,1
830,1,8301,Eldegoss,Grass,,Green,Cotton Down,Regenerator,Effect Spore,8,0,0,0.5,2.5,60,50,90,80,120,60,460,75,20,5120,Grass,,161,0,0,0,0,2,0,2
831,1,8311,Wooloo,Normal,,White,Fluffy,Run Away,Bulletproof,8,0,0,0.6,6,42,40,55,40,45,48,270,255,15,3840,Field,,122,0,0,1,0,0,0,1
832,1,8321,Dubwool,Normal,,White,Fluffy,Steadfast,Bulletproof,8,0,0,1.3,43,72,80,100,60,90,88,490,127,15,3840,Field,,172,0,0,2,0,0,0,2
833,1,8331,Chewtle,Water,,Green,Strong Jaw,Shell Armor,Swift Swim,8,0,0,0.3,8.5,50,64,50,38,38,44,284,255,20,5120,Monster,Water1,57,0,1,0,0,0,0,1
834,1,8341,Drednaw,Water,Rock,Green,Strong Jaw,Shell Armor,Swift Swim,8,0,0,1,115.5,90,115,90,48,68,74,485,75,20,5120,Monster,Water1,170,0,2,0,0,0,0,2
835,1,8351,Yamper,Electric,,Yellow,Bell Fetch,,Rattled,8,0,0,0.3,13.5,59,45,50,40,50,26,270,255,20,5120,Field,,54,1,0,0,0,0,0,1
836,1,8361,Boltund,Electric,,Yellow,Strong Jaw,,Competitive,8,0,0,1,34,69,90,60,90,60,121,490,45,20,5120,Field,,172,0,0,0,0,0,2,2
837,1,8371,Rolycoly,Rock,,Black,Steam Engine,Heatproof,Flash Fire,8,0,0,0.3,12,30,40,50,40,50,30,240,255,15,3840,Mineral,,48,0,0,1,0,0,0,1
838,1,8381,Carkol,Rock,Fire,Black,Steam Engine,Flame Body,Flash Fire,8,0,0,1.1,78,80,60,90,60,70,50,410,120,15,3840,Mineral,,144,0,0,2,0,0,0,2
839,1,8391,Coalossal,Rock,Fire,Black,Steam Engine,Flame Body,Flash Fire,8,0,0,2.8,310.5,110,80,120,80,90,30,510,45,15,3840,Mineral,,255,0,0,3,0,0,0,3
840,1,8401,Applin,Grass,Dragon,Green,Ripen,Gluttony,Bulletproof,8,0,0,0.2,0.5,40,40,80,40,40,20,260,255,20,5120,Grass,Dragon,52,0,0,1,0,0,0,1
841,1,8411,Flapple,Grass,Dragon,Green,Ripen,Gluttony,Hustle,8,0,0,0.3,1,70,110,80,95,60,70,485,45,20,5120,Grass,Dragon,170,0,2,0,0,0,0,2
842,1,8421,Appletun,Grass,Dragon,Green,Ripen,Gluttony,Thick Fat,8,0,0,0.4,13,110,85,80,100,80,30,485,45,20,5120,Grass,Dragon,170,2,0,0,0,0,0,2
843,1,8431,Silicobra,Ground,,Green,Sand Spit,Shed Skin,Sand Veil,8,0,0,2.2,7.6,52,57,75,35,50,46,315,255,20,5120,Field,Dragon,63,0,0,1,0,0,0,1
844,1,8441,Sandaconda,Ground,,Green,Sand Spit,Shed Skin,Sand Veil,8,0,0,3.8,65.5,72,107,125,65,70,71,510,120,20,5120,Field,Dragon,179,0,0,2,0,0,0,2
845,1,8451,Cramorant,Flying,Water,Blue,Gulp Missile,,,8,0,0,0.8,18,70,85,55,85,95,85,475,45,20,5120,Water1,Flying,166,0,0,0,0,2,0,2
846,1,8461,Arrokuda,Water,,Brown,Swift Swim,,Propeller Tail,8,0,0,0.5,1,41,63,40,40,30,66,280,255,20,5120,Water2,,56,0,0,0,0,0,1,1
847,1,8471,Barraskewda,Water,,Brown,Swift Swim,,Propeller Tail,8,0,0,1.3,30,61,123,60,60,50,136,490,60,20,5120,Water2,,172,0,0,0,0,0,2,2
848,1,8481,Toxel,Electric,Poison,Purple,Rattled,Static,Klutz,8,0,0,0.4,11,40,38,35,54,35,40,242,75,25,6400,Undiscovered,,48,0,0,0,1,0,0,1
849,1,8491,Toxtricity,Electric,Poison,Purple,Punk Rock,Plus,Technician,8,0,0,1.6,40,75,98,70,114,70,75,502,45,25,6400,Human-Like,,176,0,0,0,2,0,0,2
849,2,8492,Toxtricity,Electric,Poison,Purple,Punk Rock,Minus,Technician,8,0,0,1.6,40,75,98,70,114,70,75,502,45,25,6400,Human-Like,,176,0,0,0,2,0,0,2
850,1,8501,Sizzlipede,Fire,Bug,Red,Flash Fire,White Smoke,Flame Body,8,0,0,0.7,1,50,65,45,50,50,45,305,190,20,5120,Bug,,61,0,1,0,0,0,0,1
851,1,8511,Centiskorch,Fire,Bug,Red,Flash Fire,White Smoke,Flame Body,8,0,0,3,120,100,115,65,90,90,65,525,75,20,5120,Bug,,184,0,2,0,0,0,0,2
852,1,8521,Clobbopus,Fighting,,Brown,Limber,,Technician,8,0,0,0.6,4,50,68,60,50,50,32,310,180,25,6400,Water1,Human-Like,62,0,1,0,0,0,0,1
853,1,8531,Grapploct,Fighting,,Blue,Limber,,Technician,8,0,0,1.6,39,80,118,90,70,80,42,480,45,25,6400,Water1,Human-Like,168,0,2,0,0,0,0,2
854,1,8541,Sinistea,Ghost,,Purple,Weak Armor,,Cursed Body,8,0,0,0.1,0.2,40,45,45,74,54,50,308,120,20,5120,Mineral,Amorphous,62,0,0,0,1,0,0,1
855,1,8551,Polteageist,Ghost,,Purple,Weak Armor,,Cursed Body,8,0,0,0.2,0.4,60,65,65,134,114,70,508,60,20,5120,Mineral,Amorphous,178,0,0,0,2,0,0,2
856,1,8561,Hatenna,Psychic,,Pink,Healer,Anticipation,Magic Bounce,8,0,0,0.4,3.4,42,30,60,56,53,39,280,235,20,5120,Fairy,,53,0,0,0,1,0,0,1
857,1,8571,Hattrem,Psychic,,Pink,Healer,Anticipation,Magic Bounce,8,0,0,0.6,4.8,57,40,90,86,73,49,395,120,20,5120,Fairy,,130,0,0,0,2,0,0,2
858,1,8581,Hatterene,Psychic,Fairy,Pink,Healer,Anticipation,Magic Bounce,8,0,0,2.1,5.1,57,90,45,136,103,29,460,45,20,5120,Fairy,,255,0,0,0,3,0,0,3
859,1,8591,Impidimp,Dark,Fairy,Pink,Prankster,Frisk,Pickpocket,8,0,0,0.4,5.5,45,45,65,55,40,50,300,255,20,5120,Fairy,Human-Like,53,0,0,0,1,0,0,1
860,1,8601,Morgrem,Dark,Fairy,Pink,Prankster,Frisk,Pickpocket,8,0,0,0.8,12.5,65,60,45,75,55,70,370,120,20,5120,Fairy,Human-Like,130,0,0,0,2,0,0,2
861,1,8611,Grimmsnarl,Dark,Fairy,Purple,Prankster,Frisk,Pickpocket,8,0,0,1.5,61,95,120,65,95,75,60,510,45,20,5120,Fairy,Human-Like,255,0,3,0,0,0,0,3
